pseudocode,building_status,no_building_blocks,pucca_building_blocks,boundary_wall,total_class_rooms,other_rooms,classrooms_in_good_condition,classrooms_needs_minor_repair,classrooms_needs_major_repair,separate_room_for_hm,total_boys_toilet,total_boys_func_toilet,total_girls_toilet,total_girls_func_toilet,total_boys_cwsn_toilet,func_boys_cwsn_friendly,total_girls_cwsn_toilet,func_girls_cwsn_friendly,urinal_boys,urinal_girls,handwash_near_toilet,hand_pump_yn,well_prot_yn,tap_yn,othsrc_yn,well_unprot_yn,pack_water_yn,hand_pump_fun_yn,well_prot_fun_yn,tap_fun_yn,othsrc_fun_yn,well_unprot_fun_yn,pack_water_fun_yn,rain_water_harvesting,handwash_facility_for_meal,electricity_availability,solar_panel,library_availability,book_bank,reading_corner,playground_available,playground_alt_yn,medical_checkups,availability_ramps,availability_of_handrails,furniture_availability,phy_lab_cond,chem_lab_cond,bio_lab_cond,math_lab_cond,lang_lab_cond,geo_lab_cond,home_sc_lab_cond,psycho_lab_cond,comp_lab_cond,comp_ict_lab_yn,ict_lab_yn,laptop,tablet,desktop,digiboard,teachdev_tot,server_tot,smart_class_tv_tot,projector,printer,internet,dth,spl_educator_yn,infra_score,toilet_functionality_ratio,cwsn_ready
3769477,1,5,5,1,5,1,5,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,2,2,2,2,2,1,9,9,9,9,9,2,1,1,2,2,2,2,1,9,2,2,9,3,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,1,2,3,3,1.0,False
5180993,3,2,2,5,3,1,3,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,2,2,2,2,2,1,9,9,9,9,9,2,1,1,2,1,2,2,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,1,2,3,4,1.0,False
7682892,3,1,1,7,2,2,2,0,0,1,1,1,1,1,0,0,0,0,2,2,1,1,2,2,2,2,2,1,9,9,9,9,9,1,1,1,2,1,1,2,1,9,1,1,2,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,1,3,1.0,False
8550213,1,2,2,6,3,2,3,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,2,1,1,2,1,1,2,1,1,2,1,2,1,1,2,1,2,2,2,2,2,1,1,3,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,2,1.0,False
2851758,1,2,2,1,4,15,4,0,0,1,0,0,4,4,0,0,0,0,0,6,1,2,1,2,2,2,2,9,1,9,9,9,9,1,2,1,2,1,2,2,1,9,2,1,2,1,4,4,4,4,4,4,4,4,1,1,9,1,1,15,0,1,1,0,1,1,1,1,3,4,1.0,False
7874043,3,2,2,1,5,2,4,1,0,1,1,1,3,1,0,0,0,0,1,1,1,1,2,2,2,2,2,1,9,9,9,9,9,2,1,1,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,1,2,2,3,0.5,False
5843693,1,2,0,2,5,0,5,0,0,1,1,1,1,1,2,2,2,2,2,3,1,2,1,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,2,1,0,1,0,0,0,0,0,0,1,2,2,3,1.0,True
5135267,3,3,3,2,5,0,0,5,0,2,2,1,2,1,0,0,0,0,2,4,1,1,2,2,2,2,2,1,9,9,9,9,9,2,1,1,2,1,2,2,1,9,1,1,2,2,0,0,0,0,0,0,0,0,0,2,2,0,1,3,0,0,0,0,0,0,1,2,3,4,0.5,False
9730844,3,1,1,1,8,4,8,0,0,1,1,1,2,1,0,0,0,0,2,2,1,1,2,1,1,2,2,1,9,1,1,9,9,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,3,3,0.6666666666666666,False
8097470,3,21,21,1,21,5,19,1,1,1,2,2,8,8,0,0,0,0,2,2,1,1,2,2,2,2,2,1,9,9,9,9,9,2,1,1,2,1,1,1,1,9,2,1,1,1,1,1,1,1,3,1,2,3,3,2,2,1,0,0,0,0,0,0,0,1,1,2,3,4,1.0,False
5634057,2,23,18,2,10,5,10,0,0,1,2,2,2,2,0,0,0,0,0,0,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,9,1,0,0,10,5960,10,1,0,1,1,1,1,2,4,1.0,False
6287913,2,3,1,1,5,1,5,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,2,2,2,2,2,1,9,9,9,9,9,2,1,1,2,1,2,2,1,9,2,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,3,1.0,False
6026628,3,2,1,5,2,1,0,2,0,1,0,0,0,0,0,0,0,0,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,2,2,2,2,9,2,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,0,,False
2413798,2,4,4,3,9,5,9,0,0,1,1,1,2,2,1,1,0,0,1,2,1,1,2,1,2,2,2,1,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,2,2,2,2,4,4,4,4,4,1,1,0,0,10,0,0,0,0,1,1,1,2,2,4,1.0,True
7919445,3,1,1,2,8,6,2,0,6,2,1,1,1,1,1,1,1,1,6,6,1,1,2,2,1,2,2,1,9,9,1,9,9,2,1,1,2,1,1,1,1,9,1,1,2,2,4,4,4,4,4,4,4,4,1,1,1,1,0,20,0,20,0,0,1,1,1,1,3,4,1.0,True
1740287,2,5,5,1,5,5,5,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,9,1,9,9,9,2,1,1,1,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,1,2,3,4,1.0,True
8151066,3,2,1,3,3,0,1,0,2,2,1,1,1,1,0,0,0,0,1,1,1,2,1,1,2,2,2,9,1,1,9,9,9,2,1,1,2,2,1,2,1,9,2,1,1,2,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,1,2,3,3,1.0,False
3992583,3,2,2,1,29,2,27,2,0,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,1,1,2,1,2,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,4,4,4,4,4,2,4,4,4,1,1,1,0,1,0,0,0,1,1,1,1,2,3,4,1.0,True
8855749,1,2,2,1,6,1,4,0,2,1,1,1,1,1,0,0,0,0,1,1,1,1,2,2,2,2,2,1,9,9,9,9,9,2,1,1,2,2,2,2,2,2,2,1,1,3,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,1,1.0,False
9317917,3,12,8,1,8,3,8,0,0,1,1,1,1,1,1,1,0,0,2,2,2,2,2,1,2,2,2,9,9,1,9,9,9,2,1,1,2,1,1,1,1,9,1,1,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,3,3,1.0,True
6335753,3,4,2,1,4,2,4,0,0,2,1,0,1,1,1,0,0,0,2,2,1,1,2,2,2,2,2,1,9,9,9,9,9,2,1,1,2,1,1,1,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,1,2,3,3,0.5,False
4858778,1,3,1,1,10,2,10,0,0,1,2,2,2,2,1,1,0,0,2,2,1,1,2,1,1,2,2,1,9,1,1,9,9,1,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,1,0,1,0,0,0,0,0,1,1,2,3,4,1.0,False
1316387,3,1,1,5,2,0,2,0,0,2,1,1,1,0,0,0,0,0,0,0,2,2,2,1,2,2,2,9,9,1,9,9,9,2,2,1,2,2,2,2,2,2,2,2,9,3,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,1,2,3,2,0.5,False
6419305,3,1,1,5,1,0,1,0,0,2,1,1,0,0,0,0,0,0,1,0,1,1,2,2,2,2,2,1,9,9,9,9,9,2,1,1,2,1,1,1,1,9,2,1,1,3,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,3,1.0,False
2780379,3,4,4,1,4,1,4,0,0,1,1,1,1,1,0,0,0,0,2,2,1,1,1,1,2,2,2,1,1,1,9,9,9,2,1,1,2,2,1,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,1,1,2,3,1.0,False
4138033,3,3,3,5,12,1,12,0,0,2,6,4,2,2,6,4,2,2,0,2,1,1,2,2,2,2,2,1,9,9,9,9,9,2,1,1,2,1,2,1,1,9,2,1,2,2,2,2,2,2,2,2,2,2,3,2,2,0,0,1,0,0,0,1,0,1,2,1,3,3,0.75,True
5845688,1,9,9,1,9,1,9,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,9,9,9,9,9,2,1,2,2,1,2,2,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,2,1.0,True
7827920,2,16,16,3,13,5,13,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,9,1,1,9,9,2,1,1,2,2,2,2,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,6,0,6,0,0,0,0,1,0,2,1,3,2,1.0,False
4907474,3,1,0,5,3,0,2,0,1,2,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,9,9,1,9,9,9,2,1,1,2,2,1,2,2,1,1,1,2,3,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,1,1.0,False
8871954,3,2,1,2,2,0,2,0,0,2,1,1,1,1,0,0,1,1,3,6,1,1,2,1,2,2,2,1,9,1,9,9,9,2,1,1,2,2,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,0,1,0,0,0,0,0,1,2,2,2,2,1.0,True
4808358,3,3,0,1,8,2,6,1,1,2,1,1,1,1,0,0,0,0,2,2,2,2,2,1,2,2,2,9,9,1,9,9,9,2,2,3,2,1,2,2,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,2,0,0,4,0,0,0,2,0,1,2,2,3,5,1.0,False
5836571,3,1,1,1,5,0,5,0,0,2,1,1,1,1,0,0,1,1,2,2,1,1,2,2,2,2,2,1,9,9,9,9,9,2,2,2,1,2,2,2,2,2,2,2,9,3,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,2,0,1.0,False
3424961,3,1,1,1,4,4,4,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,2,1,2,2,2,1,9,1,9,9,9,2,1,2,2,1,2,1,2,2,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,1,1.0,False
5449651,4,6,6,1,6,1,6,0,0,2,3,3,3,3,0,0,0,0,3,3,1,2,2,1,1,2,2,9,9,1,1,9,9,2,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,3,1,1,0,0,0,0,0,1,1,1,3,3,1.0,False
9802594,3,1,1,8,2,0,1,0,1,2,1,1,1,1,0,0,0,0,1,2,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,2,2,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,1,2,3,4,1.0,False
7950019,3,2,2,1,10,0,10,0,0,2,1,0,1,0,0,0,0,0,1,1,1,1,2,2,2,2,2,1,9,9,9,9,9,2,2,2,2,1,1,1,1,9,1,1,2,3,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,2,0.0,False
3455435,1,2,2,1,15,6,15,0,0,1,2,2,2,2,0,0,0,0,10,10,1,1,2,1,2,2,2,1,9,1,9,9,9,2,1,1,2,1,1,2,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,1,0,8,0,0,0,2,3,1,1,2,3,4,1.0,False
5923081,3,4,4,5,7,3,3,4,0,1,0,0,1,1,0,0,0,0,0,1,2,1,2,1,2,2,2,1,9,1,9,9,9,2,1,1,2,2,2,1,2,1,1,2,9,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,2,2,3,1,1.0,False
4007497,2,2,2,5,7,10,7,0,0,1,1,1,1,1,0,0,0,0,1,1,2,2,1,1,2,2,2,9,1,1,9,9,9,1,1,1,2,1,1,1,1,9,1,2,9,3,0,0,0,0,0,0,0,0,0,1,9,1,0,2,0,0,0,0,0,1,2,1,3,3,1.0,False
1868076,2,1,1,5,10,12,10,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,9,9,1,9,9,9,2,1,1,2,1,2,2,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,0,0,3,0,0,0,0,0,0,2,2,1,3,1.0,False
7605490,3,1,1,1,2,1,0,0,2,2,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,9,9,1,9,9,9,2,1,1,2,2,2,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,0,0,2,0,0,0,2,1,0,1,2,1,3,1.0,False
9309920,1,18,18,1,11,11,11,0,0,1,2,2,2,2,0,0,0,0,2,2,1,1,2,2,2,2,2,1,9,9,9,9,9,1,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,0,0,4,2,4,1,0,0,1,1,1,1,4,1.0,False
2609361,2,2,2,3,21,5,21,0,0,1,4,4,4,4,2,2,2,2,12,8,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,4,4,0,9,2,1,0,21,5742,0,0,0,0,0,1,1,2,4,1.0,True
9492610,3,3,3,5,3,1,2,1,0,2,1,1,1,0,0,0,0,0,2,2,1,1,2,2,2,2,2,1,9,9,9,9,9,2,1,1,2,1,1,1,1,9,1,1,2,3,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,3,0.5,False
8557268,3,1,1,5,3,1,1,0,2,2,1,1,0,0,0,0,0,0,0,0,1,2,2,1,2,2,2,9,9,1,9,9,9,2,1,2,2,1,2,2,2,1,1,2,9,3,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,1,1.0,False
9828398,3,2,0,5,2,2,0,2,0,2,1,1,1,1,0,0,0,0,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,1,2,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,2,3,1.0,False
2159645,2,6,5,1,5,0,5,0,0,1,0,0,0,0,0,0,2,2,0,0,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,1,1,2,2,4,,True
8950113,2,3,3,1,58,10,58,0,0,1,9,9,11,11,0,0,0,0,12,12,1,2,2,1,1,2,2,9,9,1,1,9,9,2,1,1,2,1,2,1,1,9,2,1,2,1,1,1,1,1,4,4,4,4,1,1,9,0,0,83,0,40,1,33,33,3,1,2,1,4,1.0,False
3603251,1,2,2,1,11,1,11,0,0,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,9,9,9,9,9,1,2,1,2,1,1,2,2,2,2,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,1,2,1.0,False
1834254,3,2,2,1,8,10,0,4,4,1,1,1,3,3,0,0,0,0,6,7,2,1,2,2,2,2,2,1,9,9,9,9,9,1,1,1,2,1,1,2,2,2,1,1,2,1,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,2,3,3,1.0,False
5587244,1,1,0,5,8,0,0,0,8,2,1,1,1,1,0,0,0,0,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,3,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,0,1.0,False
9385289,1,4,4,1,4,1,4,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,2,2,2,1,1,1,9,9,9,2,1,1,1,1,2,2,2,1,2,2,9,3,0,0,0,0,0,0,0,0,0,2,9,1,0,0,0,0,1,0,0,1,1,2,3,3,1.0,False
8300646,3,1,1,5,2,2,2,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,9,9,9,9,9,2,1,1,2,2,2,2,2,2,1,1,2,3,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,1,2,2,2,1.0,True
5419593,3,3,3,1,5,1,5,0,0,1,1,1,1,1,0,0,0,0,1,1,1,2,2,1,1,2,1,9,9,1,1,9,1,1,1,1,2,1,1,1,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,0,1,1,0,0,0,0,0,0,1,2,3,3,1.0,False
9502614,3,1,1,1,6,2,0,0,6,1,2,2,2,2,1,1,0,0,0,0,1,1,2,1,2,2,2,1,9,1,9,9,9,1,1,1,2,1,2,1,2,2,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,1,0,0,1,1,3,3,1.0,True
4290035,3,1,1,5,2,1,0,0,2,1,1,1,1,1,0,0,0,0,2,2,1,1,2,2,2,2,2,2,9,9,9,9,9,1,1,1,2,1,2,1,1,9,1,1,2,3,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,2,2,3,3,1.0,False
1579868,3,1,1,1,3,2,0,3,0,1,1,1,1,1,0,0,0,0,1,1,1,1,2,1,2,2,2,1,9,1,9,9,9,2,1,1,2,1,1,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,3,1.0,False
6896334,2,1,1,1,10,3,10,0,0,1,5,5,5,5,0,0,0,0,1,1,1,1,2,1,2,2,2,1,9,1,9,9,9,1,2,1,2,1,2,2,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,2,0,18,0,1,1,0,1,1,1,1,3,4,1.0,False
8655096,3,1,0,5,6,1,0,6,0,2,1,1,1,1,0,0,0,0,1,1,1,2,2,2,1,2,2,9,9,9,1,9,9,2,1,1,2,1,2,1,2,2,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,2,1.0,False
6196880,3,1,1,1,2,0,2,0,0,2,1,1,1,1,0,0,0,0,0,0,1,1,2,2,2,2,2,1,9,9,9,9,9,2,1,1,2,1,2,2,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,1,2,3,4,1.0,False
9992758,3,10,10,5,10,2,9,1,0,1,2,2,2,2,0,0,0,0,1,2,2,1,2,1,2,2,2,2,9,1,9,9,9,2,1,1,2,1,2,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,1,0,1,2,3,4,1.0,False
7356960,2,1,1,1,27,12,27,0,0,1,0,0,59,59,0,0,1,1,0,2,1,1,2,1,2,2,2,1,9,1,9,9,9,1,1,1,1,1,1,1,1,9,2,2,9,1,0,0,0,0,0,0,0,0,0,1,1,2,0,5,0,0,1,0,1,1,1,2,2,4,1.0,False
1917767,3,3,3,1,3,5,3,0,0,1,0,0,3,3,0,0,0,0,0,0,1,2,2,1,2,2,2,9,9,1,9,9,9,2,1,1,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,1,2,3,3,1.0,False
6028904,3,1,1,5,1,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,2,1,2,2,2,2,2,1,9,9,9,9,9,2,1,1,2,1,1,1,1,9,1,1,2,3,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,3,0.0,False
2294123,1,2,2,1,45,6,45,0,0,1,6,6,6,6,2,2,2,2,6,6,1,1,1,1,2,2,1,2,2,1,9,9,2,3,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,3,1,3,1,9,2,1,15,0,4,1,2,1,1,1,2,2,4,1.0,True
9836189,1,1,1,5,7,2,7,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,2,2,2,2,2,1,9,9,9,9,9,2,2,2,2,2,2,2,1,9,2,1,2,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,1,1.0,False
1124241,3,5,5,1,5,5,5,0,0,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,1,9,1,1,9,9,2,1,1,2,1,1,1,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,3,1.0,True
7323349,2,1,1,3,3,2,3,0,0,1,1,1,1,1,0,0,0,0,2,2,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,2,2,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,2,0,0,7,0,0,0,0,1,2,2,2,3,3,1.0,False
4923188,3,4,4,1,5,1,4,0,1,2,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,9,9,1,9,9,9,2,1,1,2,1,1,1,1,9,1,1,2,2,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,2,2,3,3,1.0,False
3158758,1,1,1,1,9,5,9,0,0,1,2,2,2,2,0,0,0,0,2,2,1,2,2,1,2,2,2,9,9,1,9,9,9,2,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,1,2,3,4,1.0,False
6339122,1,1,1,1,10,0,10,0,0,2,5,0,5,0,0,0,0,0,0,0,1,1,1,1,2,2,1,1,1,1,9,9,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,2,0,0,1,2,2,1,1,1,1,4,0.0,False
7195435,1,1,1,1,8,3,8,0,0,1,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,2,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,2,2,1.0,False
8923713,3,2,2,1,2,0,2,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,2,1.0,False
3487808,1,1,1,7,12,12,12,0,0,1,2,2,2,2,0,0,0,0,6,6,1,2,1,2,1,1,1,9,1,9,1,1,1,1,1,1,2,2,1,2,1,9,2,1,2,1,0,0,0,0,0,0,0,0,0,1,9,1,0,2,0,0,1,0,1,2,1,2,3,3,1.0,False
7017574,3,4,4,1,4,2,3,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,2,1,2,2,2,1,9,1,9,9,9,2,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,2,3,4,1.0,True
7899489,3,2,2,1,11,7,6,4,1,1,2,2,2,2,0,0,0,0,2,2,1,1,2,1,2,2,2,1,9,1,9,9,9,2,1,1,1,1,1,1,1,9,1,1,1,1,3,3,3,3,3,3,3,3,1,1,2,0,0,12,0,0,0,7,7,2,1,1,3,4,1.0,False
5199453,3,2,2,1,2,0,2,0,0,2,1,1,0,0,0,0,0,0,3,0,2,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,2,3,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,1,2,3,4,1.0,False
