pseudocode,building_status,no_building_blocks,pucca_building_blocks,boundary_wall,total_class_rooms,other_rooms,classrooms_in_good_condition,classrooms_needs_minor_repair,classrooms_needs_major_repair,separate_room_for_hm,total_boys_toilet,total_boys_func_toilet,total_girls_toilet,total_girls_func_toilet,total_boys_cwsn_toilet,func_boys_cwsn_friendly,total_girls_cwsn_toilet,func_girls_cwsn_friendly,urinal_boys,urinal_girls,handwash_near_toilet,hand_pump_yn,well_prot_yn,tap_yn,othsrc_yn,well_unprot_yn,pack_water_yn,hand_pump_fun_yn,well_prot_fun_yn,tap_fun_yn,othsrc_fun_yn,well_unprot_fun_yn,pack_water_fun_yn,rain_water_harvesting,handwash_facility_for_meal,electricity_availability,solar_panel,library_availability,book_bank,reading_corner,playground_available,playground_alt_yn,medical_checkups,availability_ramps,availability_of_handrails,furniture_availability,phy_lab_cond,chem_lab_cond,bio_lab_cond,math_lab_cond,lang_lab_cond,geo_lab_cond,home_sc_lab_cond,psycho_lab_cond,comp_lab_cond,comp_ict_lab_yn,ict_lab_yn,laptop,tablet,desktop,digiboard,teachdev_tot,server_tot,smart_class_tv_tot,projector,printer,internet,dth,spl_educator_yn,infra_score,toilet_functionality_ratio,cwsn_ready
9314351,3,6,6,5,12,0,6,4,2,2,1,1,1,1,0,0,0,0,1,1,1,1,2,2,2,2,2,1,9,9,9,9,9,1,1,2,2,2,1,2,1,9,2,1,1,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,3,1,1.0,False
7046154,3,1,1,1,2,1,0,2,0,2,1,1,1,1,0,0,0,0,1,1,1,1,2,2,2,2,2,1,9,9,9,9,9,2,1,1,2,1,1,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,2,2,3,2,1.0,False
8955685,3,2,2,4,3,2,3,0,0,2,1,1,1,1,0,0,0,0,1,1,1,1,2,1,2,2,2,1,9,1,9,9,9,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,1,2,2,4,1.0,False
2206798,2,1,1,1,3,8,3,0,0,1,10,10,0,0,0,0,0,0,10,0,1,1,2,2,2,2,2,1,9,9,9,9,9,2,1,1,2,1,2,2,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,2,2,3,3,1.0,False
5692588,3,2,2,5,6,1,6,0,0,2,1,1,2,1,0,0,0,0,0,0,1,2,2,1,2,2,2,9,9,1,9,9,9,2,1,1,1,2,1,1,1,9,2,2,9,3,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,0,0,0,0,1,2,2,3,2,0.6666666666666666,False
4593669,3,4,4,1,9,2,9,0,0,2,2,1,2,1,0,0,0,0,2,2,1,1,2,1,2,2,1,1,9,1,9,9,1,2,1,1,3,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,3,3,0.5,False
4803720,3,1,1,2,5,2,4,1,0,1,1,1,1,1,1,1,0,0,2,2,1,2,2,1,2,2,2,9,9,1,9,9,9,2,1,1,2,1,1,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,3,3,1.0,True
2619359,1,1,0,5,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,2,1,2,1,9,1,2,9,2,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,1,,False
7491068,3,4,4,1,4,1,4,0,0,1,2,2,2,2,0,0,1,1,1,1,1,1,2,1,2,2,2,1,9,1,9,9,9,2,1,1,2,1,1,1,1,9,2,1,1,2,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,1,0,0,2,2,2,3,1.0,True
4999070,1,1,1,1,8,15,8,0,0,1,20,20,20,20,4,4,4,4,20,20,1,1,1,1,2,1,1,1,1,1,9,1,1,1,2,1,2,1,2,2,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,2,0,35,0,12,1,1,3,3,1,1,3,4,1.0,False
8814876,3,1,1,5,6,0,5,1,0,2,0,0,2,2,0,0,0,0,0,1,1,1,2,2,2,2,2,1,9,9,9,9,9,2,1,1,2,1,1,1,1,9,1,1,2,2,0,0,0,0,0,0,0,0,0,2,2,0,3,0,0,0,0,0,0,0,2,2,3,3,1.0,False
5827685,1,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,2,2,2,2,9,2,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,2,0,,False
8896423,3,2,2,8,2,2,2,0,0,2,2,2,2,2,0,0,0,0,4,2,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,53,0,0,0,0,0,0,0,1,2,2,4,1.0,False
6078187,3,2,2,1,2,0,1,1,0,2,1,1,1,1,0,0,0,0,2,2,2,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,2,9,2,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,3,1.0,False
8137945,3,2,1,3,3,0,2,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,9,9,9,9,9,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,1,2,3,3,1.0,True
8116967,3,1,1,5,3,3,3,0,0,2,1,1,1,1,0,0,0,0,1,1,1,1,2,2,2,2,2,1,9,9,9,9,9,2,1,1,2,1,1,2,1,9,1,1,2,2,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,2,2,3,3,1.0,False
2772275,3,2,2,5,2,0,1,1,0,2,1,1,1,1,0,0,0,0,1,1,1,1,2,1,2,2,2,1,9,1,9,9,9,1,1,1,1,1,1,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,2,2,3,2,1.0,False
1304265,3,1,1,1,4,0,4,0,0,2,1,1,1,1,1,1,0,0,1,0,1,2,2,1,2,2,2,9,9,1,9,9,9,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,1,0,1,2,3,4,1.0,True
3097410,3,2,2,1,5,1,2,1,2,2,1,1,1,1,0,0,0,0,1,1,1,1,2,2,2,2,2,1,9,9,9,9,9,3,2,1,2,1,2,2,1,9,1,1,2,2,0,0,0,0,0,0,0,0,0,2,2,0,3,0,0,0,0,0,0,0,2,2,3,3,1.0,False
8970529,3,5,5,5,5,2,3,2,0,1,0,0,1,1,0,0,0,0,0,0,1,1,2,2,2,2,2,1,9,9,9,9,9,2,1,1,2,2,1,1,2,1,1,2,9,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,2,3,2,1.0,False
6537991,3,3,3,5,3,0,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,9,9,9,9,9,2,1,1,2,1,2,2,1,9,2,1,1,3,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,1,2,3,4,0.5,True
3810816,3,1,1,1,4,0,4,0,0,2,1,0,1,0,0,0,0,0,1,1,1,1,2,2,2,2,2,1,9,9,9,9,9,2,1,1,2,1,2,2,1,9,1,1,2,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,3,3,0.0,False
1790772,3,1,1,1,8,0,2,4,2,2,1,1,1,1,0,0,0,0,1,1,1,1,2,2,2,2,2,1,9,9,9,9,9,2,1,1,1,1,1,1,2,2,1,1,1,2,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,2,1,1,2,2,3,1.0,False
5927226,1,1,1,4,26,24,26,0,0,1,4,4,3,3,0,0,0,0,7,4,1,2,2,1,2,2,1,9,9,1,9,9,1,2,1,1,2,1,1,1,1,9,2,2,9,1,1,1,1,1,1,1,1,1,1,1,9,3,0,15,0,2,1,2,2,3,1,2,2,4,1.0,False
9735791,3,1,0,5,4,0,0,4,0,2,1,1,1,1,0,0,0,0,1,1,2,2,2,2,1,2,2,9,9,9,1,9,9,2,2,2,2,2,2,2,2,1,2,1,1,2,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,2,0,1.0,False
4200580,3,2,2,2,2,2,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,2,2,1,2,2,2,2,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,1,2,3,2,1.0,False
6400731,2,18,18,2,30,6,30,0,0,1,2,2,22,19,6,6,10,8,0,0,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,4,4,0,9,1,0,0,20,5401,20,1,0,1,1,1,1,2,4,0.875,True
4347875,3,5,5,1,5,0,5,0,0,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,3,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,3,3,1.0,True
7060851,1,2,2,1,14,2,14,0,0,1,4,4,4,4,0,0,0,0,2,2,1,1,2,2,2,2,2,1,9,9,9,9,9,1,1,2,3,1,2,2,1,9,2,1,1,1,1,1,1,1,1,3,3,3,3,2,9,1,4,2,0,2,1,2,1,1,1,2,1,3,1.0,False
3927325,1,2,2,1,18,8,18,0,0,1,3,3,3,3,1,1,1,1,3,3,1,1,2,1,2,2,2,1,9,1,9,9,9,2,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,3,1,5,0,5,1,2,2,2,1,1,3,4,1.0,False
1185293,3,1,1,5,2,2,0,0,2,1,1,1,1,1,0,0,0,0,1,1,1,1,2,1,2,2,2,1,9,1,9,9,9,2,1,1,2,1,1,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,0,2,0,0,0,0,0,0,0,2,2,2,3,1.0,False
3112708,1,1,1,2,5,3,5,0,0,2,1,1,1,1,0,0,0,0,0,0,1,1,2,2,2,2,2,1,9,9,9,9,9,2,1,1,2,1,2,2,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,3,1.0,False
9886976,1,1,1,1,61,5,33,28,0,1,0,0,27,25,0,0,1,1,0,25,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,4,1,0,9,2,0,0,22,9613,0,1,0,0,0,1,1,2,4,0.9259259259259259,True
7707323,3,1,1,1,4,4,4,0,0,2,1,1,1,1,0,0,0,0,2,2,1,2,2,1,1,2,2,9,9,1,1,9,9,2,1,1,2,1,2,2,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,1,1,1,2,4,1.0,False
8282863,3,1,1,1,2,2,1,0,1,2,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,9,9,1,9,9,9,2,1,1,2,1,1,1,2,1,1,2,9,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,3,2,1.0,False
7307286,3,1,1,5,8,1,7,1,0,2,2,2,2,2,0,0,0,0,2,2,2,1,2,2,2,2,2,1,9,9,9,9,9,2,1,2,2,2,1,2,2,2,2,2,9,3,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,0,1.0,False
5781247,1,2,2,1,60,19,60,0,0,1,20,20,20,20,5,5,5,5,30,25,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,2,2,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,5,0,25,0,20,1,20,4,6,1,1,1,4,1.0,True
3903319,2,2,1,1,13,9,13,0,0,1,5,5,5,5,1,1,1,1,7,5,1,2,1,1,2,2,2,9,1,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,2,2,4,4,4,4,4,2,2,4,2,2,9,1,0,2,0,0,0,0,1,1,1,2,2,4,1.0,True
1930939,3,1,1,3,2,2,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,9,9,9,9,9,1,1,1,2,1,2,2,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,1,2,2,4,1.0,True
2590207,3,1,1,1,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,2,2,9,9,1,9,9,9,2,1,1,2,1,1,1,1,9,2,2,9,3,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,3,,False
4114611,3,2,2,5,2,0,1,1,0,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,2,2,1,2,1,1,2,1,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,2,1.0,True
6229396,3,1,1,1,4,0,4,0,0,2,1,1,1,1,0,0,0,0,0,0,2,1,2,2,2,2,2,1,9,9,9,9,9,2,2,1,2,2,2,2,2,2,2,2,9,2,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,2,1,1.0,False
2767210,3,1,1,1,9,2,6,0,3,1,2,2,4,4,0,0,0,0,6,3,1,2,2,1,2,2,2,9,9,1,9,9,9,2,1,1,2,1,2,2,1,9,2,1,2,2,4,4,4,4,4,4,4,4,1,1,1,1,0,12,0,0,0,1,1,2,1,1,3,4,1.0,False
6912799,3,1,1,1,2,1,2,0,0,1,1,1,1,1,1,1,0,0,1,1,1,2,2,2,1,2,2,9,9,9,1,9,9,3,1,1,2,1,2,1,2,2,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,1,2,3,3,1.0,True
7718727,2,1,1,1,14,1,14,0,0,1,2,2,2,2,0,0,0,0,2,2,1,2,2,1,2,2,2,9,9,1,9,9,9,2,1,1,2,1,2,2,1,9,2,1,2,2,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,1,1,2,3,4,1.0,False
2650297,1,1,1,1,4,1,4,0,0,1,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,9,9,1,9,9,9,2,1,1,2,1,2,1,2,1,1,2,9,2,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,0,1,2,2,3,1.0,False
5243782,3,1,1,2,2,0,2,0,0,2,1,1,1,1,0,0,0,0,1,1,2,2,2,1,2,2,2,9,9,1,9,9,9,2,1,2,2,1,2,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,2,1.0,False
5620525,2,1,1,1,32,16,32,0,0,1,12,12,8,8,0,0,0,0,20,6,1,2,2,1,2,2,2,9,9,1,9,9,9,2,1,1,2,1,2,1,2,1,1,1,9,1,0,0,0,0,0,0,0,0,0,2,9,0,0,15,0,3,0,3,3,1,1,2,1,3,1.0,False
8726254,1,1,1,1,12,2,12,0,0,1,3,3,31,3,1,1,0,0,2,0,1,1,2,1,1,2,2,1,9,1,1,9,9,2,1,1,1,1,2,2,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,1,2,3,4,0.17647058823529413,True
6233150,1,12,12,1,12,6,12,0,0,1,3,3,2,2,0,0,0,0,1,1,1,1,2,2,2,2,2,1,9,9,9,9,9,2,1,2,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,2,1.0,False
3265062,3,2,2,5,4,0,4,0,0,2,2,2,2,2,0,0,0,0,1,1,1,1,2,2,2,1,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,1,1,2,2,2,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,2,1,1.0,False
5539148,3,10,10,2,10,4,10,0,0,2,2,0,2,0,1,1,0,0,2,2,1,1,2,2,2,2,2,1,9,9,9,9,9,1,1,2,2,1,1,1,1,9,2,1,2,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,3,2,0.0,True
4102337,3,2,2,5,5,1,5,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,2,1.0,True
6174878,3,1,1,5,2,0,2,0,0,2,1,1,1,1,0,0,0,0,0,0,2,1,2,2,2,2,2,1,9,9,9,9,9,3,1,1,3,2,2,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,1,1.0,False
2578087,1,13,13,1,13,6,13,0,0,1,1,1,1,1,0,0,0,0,2,2,1,1,2,1,2,2,2,1,9,1,9,9,9,1,1,1,2,1,2,1,1,9,2,1,2,1,4,4,4,4,4,4,4,4,4,2,2,0,0,0,0,0,0,0,0,0,1,2,3,4,1.0,False
7319369,3,2,2,1,14,5,5,9,0,1,1,1,2,2,0,0,0,0,3,2,1,1,2,1,1,2,2,1,9,1,1,9,9,1,1,1,2,1,2,2,1,9,1,1,1,2,4,4,4,4,4,2,4,4,4,1,1,1,0,10,0,0,0,0,0,0,1,2,3,4,1.0,False
7997678,1,1,0,5,8,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,2,9,9,9,9,9,9,9,9,9,9,9,9,1,1,2,2,2,2,2,2,1,2,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,0,,False
9392232,1,1,1,1,4,3,4,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,2,2,2,2,2,1,9,9,9,9,9,2,2,1,2,1,2,2,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,2,3,1.0,False
1712967,3,1,1,2,3,1,2,1,0,2,1,1,1,1,0,0,0,0,0,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,1,2,3,3,1.0,False
7696608,3,1,1,5,3,1,3,0,0,2,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,2,2,1,9,1,9,9,9,2,1,1,2,2,1,2,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,2,1.0,False
7502908,3,2,2,5,3,2,3,0,0,2,1,0,1,0,0,0,0,0,1,1,1,1,2,2,2,2,2,1,9,9,9,9,9,2,1,1,2,1,1,1,2,2,1,2,9,1,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,1,2,3,3,0.0,False
6898571,2,2,2,3,12,2,12,0,0,1,2,2,2,2,0,0,0,0,6,6,1,1,2,2,1,2,2,1,9,9,1,9,9,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,3,3,1.0,False
5991018,3,3,3,1,3,0,3,0,0,2,1,1,1,1,0,0,0,0,1,1,1,1,2,2,2,2,2,1,9,9,9,9,9,2,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,0,2,0,0,0,0,0,0,0,1,2,3,4,1.0,False
6124035,1,8,4,1,4,8,2,0,2,1,1,1,1,1,0,0,0,0,1,1,1,1,2,1,2,2,1,1,9,1,9,9,1,1,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,1,0,0,5,500,5,0,2,2,1,1,2,2,4,1.0,False
6204523,3,1,1,7,3,1,0,0,3,2,2,0,2,0,1,0,0,0,2,2,1,1,2,2,2,2,2,1,9,9,9,9,9,2,1,1,2,1,2,2,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,2,2,3,3,0.0,False
3577230,1,1,1,1,28,28,28,0,0,1,15,15,15,15,1,1,1,1,15,15,1,2,2,1,2,2,2,9,9,1,9,9,9,2,1,1,2,1,2,2,1,9,1,1,2,1,1,1,1,1,1,1,3,3,1,1,9,2,66,14,0,70,0,0,45,4,1,2,3,4,1.0,True
1229728,3,3,0,5,8,2,6,0,2,1,2,2,2,2,0,0,0,0,0,0,1,2,2,1,2,2,2,9,9,1,9,9,9,2,1,1,2,1,1,1,1,9,1,2,9,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,2,2,3,3,1.0,False
9250753,3,1,1,5,3,0,3,0,0,2,1,1,1,1,0,0,0,0,2,2,1,1,2,1,2,2,2,1,9,1,9,9,9,2,1,1,2,2,1,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,1,0,0,0,0,0,1,1,1,3,2,1.0,False
1753908,2,8,8,5,8,4,8,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,2,1,2,1,1,2,2,2,2,2,1,2,2,2,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,1,1.0,False
2145652,1,2,0,8,8,8,8,0,0,1,5,5,5,5,0,0,0,0,10,10,1,2,2,1,2,2,2,9,9,1,9,9,9,1,2,1,2,2,2,2,2,2,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,2,2,10,0,0,1,1,4,2,1,2,3,2,1.0,False
2031802,3,1,1,5,5,1,3,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,9,1,9,9,9,1,1,1,1,1,2,2,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,2,3,4,1.0,True
2485003,3,5,3,7,5,0,3,0,2,2,1,1,1,1,0,0,0,0,1,1,1,1,2,2,2,2,2,1,9,9,9,9,9,1,1,1,2,1,2,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,2,0,20,2,100,0,0,0,0,1,2,2,3,3,1.0,False
5134780,3,1,1,1,2,0,2,0,0,2,1,1,1,1,0,0,0,0,0,0,2,2,2,1,2,2,2,9,9,1,9,9,9,2,2,1,2,1,1,1,2,2,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,2,1.0,False
3517509,3,2,1,5,5,2,4,0,1,2,2,2,2,2,1,1,1,1,3,3,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2,1,2,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,2,1.0,True
3656334,3,1,1,1,5,1,2,0,3,1,1,1,1,1,1,1,0,0,1,1,1,1,2,1,2,2,2,1,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,3,1.0,True
3860121,1,1,1,1,20,10,20,0,0,1,6,6,6,6,1,1,1,1,6,6,1,1,1,1,2,2,2,1,1,1,9,9,9,2,1,1,2,1,1,1,1,9,1,2,9,1,1,1,1,4,4,4,4,4,1,1,9,1,2,6,0,2,1,2,2,2,1,2,1,4,1.0,False
2454529,3,1,1,1,5,2,4,1,0,1,6,6,6,6,0,0,1,1,0,0,1,1,2,1,2,2,2,1,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,2,0,0,2,2,3,3,1.0,True
1272992,3,4,4,3,4,0,2,1,1,2,1,1,1,1,0,0,0,0,2,2,1,1,2,1,2,2,2,1,9,2,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,9,0,3,0,0,0,0,0,0,0,1,2,3,4,1.0,False
9580912,3,2,2,5,2,0,1,1,0,2,1,1,1,1,0,0,0,0,1,1,2,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,2,2,3,2,1.0,False
8830262,3,1,1,7,4,0,0,4,0,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,9,1,9,9,9,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,1,2,3,4,1.0,True
7580163,3,4,3,5,4,2,0,4,0,1,1,1,1,1,1,0,1,0,1,1,1,2,2,2,2,2,1,9,9,9,9,9,1,2,1,1,2,1,2,2,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,1,0,0,2,2,3,2,1.0,False
9836061,1,2,2,1,29,8,29,0,0,1,2,2,2,2,0,0,0,0,6,6,1,2,2,1,1,2,2,9,9,1,1,9,9,1,1,1,1,1,2,1,2,1,2,2,9,1,0,0,0,0,0,0,0,0,0,1,9,5,0,52,0,0,1,0,13,2,1,2,3,3,1.0,False
4511872,3,1,1,1,3,1,2,1,0,1,2,2,2,2,0,0,0,0,1,1,1,1,2,2,2,2,2,1,9,9,9,9,9,2,1,1,2,1,2,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,2,2,0,3,0,0,0,0,0,0,0,1,2,3,4,1.0,False
5890710,1,1,1,1,5,4,5,0,0,1,1,1,1,1,0,0,0,0,1,1,2,1,2,2,2,2,2,1,9,9,9,9,9,1,1,1,1,1,1,1,1,9,2,1,2,1,0,0,0,0,0,0,0,0,0,2,9,1,1,1,0,0,1,0,0,1,1,2,3,4,1.0,False
4307544,3,1,0,1,3,0,2,0,1,2,1,1,1,1,0,0,0,0,1,1,1,1,2,1,2,2,2,1,9,1,9,9,9,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,2,2,4,1.0,False
